account_id,account_name,account_description,industry,segment,region,nr_employees,days_to_next_renewal,days_since_last_sales_activity,nr_support_tickets,ai_usage,nr_active_users,nr_licensed_seats,current_revenue,call_transcript_summary,revenue_end_of_quarter
ACC-0123,Velo Craft Analytics,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,APAC,184,77,28,0,0.638,31,46,11029.91,Client running an internal case study on our impact. CTO plans to use it to expand to marketing.,15226.07
ACC-0124,Nexus Trade Dynamics,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Mid-Market,NA,1752,136,129,1,0.01,35,110,93757.15,No escalations this quarter. CFO mentioned the team is comfortable with current functionality.,93757.15
ACC-0125,Rapid Scholar Dynamics,Offers corporate training and upskilling platforms for Fortune 500 companies.,Education,SMB,NA,167,256,0,0,0.632,23,27,9891.33,Multi-year deal discussion initiated by CFO. They want to lock in rates for an expanded 11-seat contract.,11480.59
ACC-0126,Ionic Market Corp,Manages a marketplace platform connecting independent artisans with consumers.,Retail,Mid-Market,APAC,1417,212,133,6,0.128,36,69,72705.34,Account is using the platform as expected. HR adoption is moderate. No new asks.,72705.34
ACC-0127,Wave Logic Group,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,SMB,NA,26,129,22,0,0.387,21,30,5858.22,Solid account. marketing uses it consistently. Head of Operations may revisit expansion in Q3.,5858.22
ACC-0128,Vertex Academy IO,Develops adaptive learning software for K-12 school districts.,Education,Enterprise,NA,28323,263,115,3,0.32,610,1447,1323765.03,Brief call with CMO. Budget is flat for next year. Happy but no plans to expand seats.,1323765.03
ACC-0129,Core Alloy Inc,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,Mid-Market,NA,667,33,75,7,0.483,52,91,20352.07,No escalations this quarter. CMO mentioned the team is comfortable with current functionality.,20352.07
ACC-0130,Xenon Mold Studio,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,EMEA,13,261,6,2,0.586,20,25,2109.05,Cross-sell opportunity: CTO wants reporting tool for marketing. Initial ask is 7 seats.,2783.14
ACC-0131,Bolt Market Platform,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,SMB,EMEA,159,114,81,3,0.371,4,8,9750.98,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,9750.98
ACC-0132,Prism Style Systems,Develops point-of-sale and loyalty program software for brick-and-mortar stores.,Retail,SMB,LATAM,98,227,64,1,0.621,6,8,6961.98,Usage has dropped significantly in marketing. Client acknowledged they haven't prioritized adoption.,0.0
ACC-0133,Vertex Digital Hub,Offers SaaS-based data integration and ETL solutions for analytics teams.,Technology,Enterprise,EMEA,39010,258,32,1,0.0,1086,1345,686369.15,,998193.69
ACC-0134,Sage Shelf Analytics,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,Mid-Market,APAC,1374,175,57,2,0.446,153,199,93304.16,Renewal conversation went smoothly. CMO confirmed they plan to continue at the current level.,93304.16
ACC-0135,Ionic Mentor Systems,Provides student information systems and enrollment management for universities.,Education,Enterprise,LATAM,12545,177,114,8,0.386,827,1212,1937199.56,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,1937199.56
ACC-0136,Spark Pay Platform,Offers automated accounts payable and receivable solutions for mid-market firms.,Finance,Enterprise,EMEA,47604,210,47,5,0.439,1323,1749,705907.19,Account mentioned considering Slack integration upgrades but not until next fiscal year.,705907.19
ACC-0137,Crest Iron Systems,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,SMB,EMEA,145,87,136,4,0.24,17,38,4462.97,Mid-quarter sync. Head of Operations is happy with support response times. No changes planned.,4462.97
ACC-0138,Vivid Logic Studio,Offers SaaS-based data integration and ETL solutions for analytics teams.,Technology,SMB,LATAM,36,72,54,6,0.248,14,35,10839.47,,10839.47
ACC-0139,Orbit Trust IO,Specializes in wealth management software for independent financial advisors.,Finance,SMB,NA,164,112,88,8,0.321,3,5,6936.14,Check-in was positive but brief. HR team has embedded the tool in their workflow.,6936.14
ACC-0140,Flux Style Ventures,Manages a marketplace platform connecting independent artisans with consumers.,Retail,SMB,APAC,186,145,45,4,0.121,27,47,7684.97,"Account is in maintenance mode. Head of Operations sees us as a reliable tool, not a strategic priority.",7684.97
ACC-0141,Prism Reel Solutions,Develops augmented reality content creation tools for marketing campaigns.,Media,SMB,APAC,54,209,58,11,0.0,6,13,5375.57,"Check-in with Head of Operations. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",5375.57
ACC-0142,Luma Vita Inc,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,SMB,NA,94,92,61,6,0.605,20,26,17167.69,Product feedback session — they'd like improvements to automation engine but overall satisfied.,17167.69
ACC-0143,Rune Med Systems,Provides telemedicine platforms connecting patients with specialists remotely.,Healthcare,Enterprise,EMEA,28783,166,71,7,0.125,916,1540,930018.81,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,930018.81
ACC-0144,Sage Asset Inc,Provides real-time risk analytics for derivatives and fixed-income portfolios.,Finance,Mid-Market,NA,483,30,100,7,0.0,37,57,23685.19,Solid account. marketing uses it consistently. CTO may revisit expansion in Q3.,23685.19
ACC-0145,Quant Story Global,Runs a digital publishing platform for independent journalists and newsletters.,Media,SMB,NA,70,37,42,7,0.095,14,25,16665.96,Account is using the platform as expected. marketing adoption is moderate. No new asks.,16665.96
ACC-0146,Xenon Study Systems,Specializes in early childhood education curriculum and assessment tools.,Education,SMB,EMEA,193,262,102,6,0.345,17,37,9354.81,Check-in was positive but brief. sales team has embedded the tool in their workflow.,9354.81
ACC-0147,Titan Logic Global,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,Enterprise,NA,37035,234,3,2,0.513,1170,1229,928868.39,Exciting call with CTO. They want to roll out to marketing — requesting 158 additional seats.,1345829.42
ACC-0148,Alpha Thera Platform,Operates a network of outpatient clinics focused on preventive care.,Healthcare,Mid-Market,APAC,930,238,50,8,0.187,67,124,61400.42,Account mentioned considering automation engine upgrades but not until next fiscal year.,61400.42
ACC-0149,Astra Academy Analytics,Specializes in early childhood education curriculum and assessment tools.,Education,SMB,LATAM,49,109,37,1,0.36,33,35,11138.76,Strong adoption metrics led COO to propose adding 9 seats before end of quarter.,13651.83
ACC-0150,Titan Cyber Group,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,Enterprise,APAC,20603,153,7,0,0.25,1056,1887,913253.55,"Check-in with CMO. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",913253.55
ACC-0151,Astra Campus Platform,Offers corporate training and upskilling platforms for Fortune 500 companies.,Education,Mid-Market,NA,251,192,8,3,0.5,19,22,38909.88,Client saw great results in sales and wants to extend to two more teams. Discussing 24 seat add-on.,53255.17
ACC-0152,Onyx Vita Labs,Develops electronic health record systems for regional hospital networks.,Healthcare,SMB,NA,147,91,129,15,0.01,9,27,11730.29,Client expressed frustration with onboarding delays. Mentioned evaluating Clari as a potential replacement.,0.0
ACC-0153,Flux View Global,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,NA,181,209,62,7,0.362,12,29,14861.94,Quick check-in — everything running smoothly. COO is focused on other priorities this quarter.,14861.94
ACC-0154,Terra Credit Systems,Offers automated accounts payable and receivable solutions for mid-market firms.,Finance,Mid-Market,NA,1008,197,55,0,0.607,47,69,73192.29,Exciting call with Director of Engineering. They want to roll out to sales — requesting 38 additional seats.,100366.85
ACC-0155,Kova Brand Group,Manages a marketplace platform connecting independent artisans with consumers.,Retail,SMB,LATAM,1235,128,83,7,0.147,15,109,37197.96,Brief call with Head of Operations. Budget is flat for next year. Happy but no plans to expand seats.,37197.96
ACC-0156,Crest Works Co,Produces specialty chemicals and coatings for semiconductor fabrication.,Manufacturing,Mid-Market,EMEA,731,134,95,1,0.104,42,92,34313.98,Routine QBR completed. Account is satisfied with current usage across operations. No expansion planned.,34313.98
ACC-0157,Crest Cloud Partners,Creates low-code automation tools for internal business workflows.,Technology,SMB,NA,194,104,104,6,0.0,11,23,16162.69,No escalations this quarter. VP of Sales mentioned the team is comfortable with current functionality.,16162.69
ACC-0158,Vivid Trade Group,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,Mid-Market,APAC,1610,223,96,11,0.0,88,183,67489.06,The CMO mentioned the board is pushing for a 20% software spend reduction across all departments.,0.0
ACC-0159,Core Style Corp,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,Mid-Market,NA,378,267,52,2,0.504,49,73,74583.18,Renewal conversation went smoothly. Head of Operations confirmed they plan to continue at the current level.,74583.18
ACC-0160,Kova Learn Partners,Provides student information systems and enrollment management for universities.,Education,Mid-Market,NA,1293,270,103,5,0.317,94,153,46577.02,COO mentioned board-level visibility for our product. Planning expansion into sales.,60754.1
ACC-0161,Xenon Media Co,Develops video streaming infrastructure and content delivery solutions.,Media,Mid-Market,NA,1417,215,93,2,0.531,97,168,25895.67,Account is using the platform as expected. engineering adoption is moderate. No new asks.,25895.67
ACC-0162,Rune Craft Group,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,SMB,EMEA,86,114,58,2,0.181,3,5,4213.47,"Account is in maintenance mode. CMO sees us as a reliable tool, not a strategic priority.",4213.47
ACC-0163,Zeta Pay Studio,Develops fraud detection and compliance monitoring solutions for payments.,Finance,Enterprise,APAC,41463,218,46,4,0.575,311,396,1769965.16,Exciting call with VP of Sales. They want to roll out to engineering — requesting 133 additional seats.,2568860.89
ACC-0164,Rapid Equity Networks,Provides real-time risk analytics for derivatives and fixed-income portfolios.,Finance,Enterprise,NA,23062,88,65,6,0.466,627,907,622370.21,,622370.21
ACC-0165,Bolt Trust Networks,Offers digital banking infrastructure for community banks and credit unions.,Finance,Mid-Market,LATAM,1443,246,60,2,0.257,61,97,51587.27,Product feedback session — they'd like improvements to automation engine but overall satisfied.,51587.27
ACC-0166,Bolt Campus Works,Specializes in early childhood education curriculum and assessment tools.,Education,SMB,LATAM,11,94,98,6,0.01,5,18,4482.19,Routine QBR completed. Account is satisfied with current usage across sales. No expansion planned.,4482.19
ACC-0167,Xenon Fin Hub,Runs a peer-to-peer lending marketplace for small business loans.,Finance,SMB,APAC,1606,127,75,8,0.486,19,56,60732.19,Brief call with COO. Budget is flat for next year. Happy but no plans to expand seats.,60732.19
ACC-0168,Luma Health Dynamics,Specializes in medical billing automation and revenue cycle management.,Healthcare,SMB,NA,152,52,129,3,0.0,12,39,5630.38,Key stakeholder expressed disappointment during QBR. They expected more impact in operations.,0.0
ACC-0169,Beta Credit Labs,Provides real-time risk analytics for derivatives and fixed-income portfolios.,Finance,Mid-Market,NA,866,49,91,5,0.566,88,151,84446.89,Brief call with Director of Engineering. Budget is flat for next year. Happy but no plans to expand seats.,84446.89
ACC-0170,Velo Logic Studio,Builds machine learning operations tooling for data science teams.,Technology,Mid-Market,LATAM,774,124,8,3,0.396,27,42,26939.66,"Support tickets are low. marketing team uses it daily. Stable relationship, nothing urgent.",26939.66
ACC-0171,Titan Code Hub,Creates low-code automation tools for internal business workflows.,Technology,Enterprise,NA,8219,162,92,8,0.215,1197,1904,979788.93,Quick check-in — everything running smoothly. CFO is focused on other priorities this quarter.,979788.93
ACC-0172,Sage Logic Analytics,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,EMEA,1437,34,4,6,0.418,83,133,21860.84,Mid-quarter sync. CMO is happy with support response times. No changes planned.,21860.84
ACC-0173,Beta Brain Partners,Builds virtual classroom tools with real-time collaboration features.,Education,SMB,APAC,114,233,100,2,0.703,11,17,11097.16,Check-in was positive but brief. customer success team has embedded the tool in their workflow.,11097.16
ACC-0174,Beta Study Analytics,Specializes in early childhood education curriculum and assessment tools.,Education,SMB,NA,33,57,141,13,0.037,9,44,6885.91,Key stakeholder expressed disappointment during QBR. They expected more impact in finance.,1531.27
